Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
443,gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,"dragon,ground",20.5,"sand-veil,rough-skin","swords-dance,cut,sand-attack,headbutt,tackle,body-slam,take-down,thrash,double-edge,bite,roar,flamethrower,strength,dragon-rage,earthquake,dig,toxic,double-team,fire-blast,swift,rest,rock-slide,slash,substitute,snore,protect,scary-face,mud-slap,outrage,sandstorm,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,dragon-breath,iron-tail,metal-claw,hidden-power,twister,rain-dance,sunny-day,rock-smash,facade,helping-hand,secret-power,rock-tomb,sand-tomb,aerial-ace,dragon-claw,mud-shot,natural-gift,dragon-pulse,dragon-rush,earth-power,shadow-claw,thunder-fang,fire-fang,rock-climb,draco-meteor,iron-head,stone-edge,captivate,stealth-rock,hone-claws,round,incinerate,bulldoze,dragon-tail,confide,scale-shot,scorching-sands,tera-blast,dragon-cheer",0.7,,No,No,No,generation-iv,"Vive en agujeros en las cuevas, al amparo del calor geotérmico. Si se acerca un enemigo, le muerde."
444,gabite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,"dragon,ground",56.0,"sand-veil,rough-skin","swords-dance,cut,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,bite,roar,flamethrower,strength,dragon-rage,earthquake,dig,toxic,double-team,fire-blast,swift,rest,rock-slide,slash,substitute,snore,protect,scary-face,mud-slap,outrage,sandstorm,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,dragon-breath,iron-tail,metal-claw,hidden-power,twister,rain-dance,sunny-day,crunch,rock-smash,facade,helping-hand,secret-power,rock-tomb,sand-tomb,aerial-ace,dragon-claw,mud-shot,natural-gift,dragon-pulse,dragon-rush,power-gem,earth-power,shadow-claw,thunder-fang,fire-fang,rock-climb,draco-meteor,iron-head,stone-edge,captivate,stealth-rock,hone-claws,round,incinerate,bulldoze,dragon-tail,dual-chop,confide,laser-focus,breaking-swipe,scale-shot,scorching-sands,tera-blast,dragon-cheer",1.4,,No,No,No,generation-iv,Le gustan las cosas brillantes. Busca tesoros en cuevas y se lleva el botín a su nido.
445,garchomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,"dragon,ground",95.0,"sand-veil,rough-skin","swords-dance,cut,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,bite,roar,flamethrower,surf,hyper-beam,strength,dragon-rage,earthquake,dig,toxic,double-team,fire-blast,swift,rest,rock-slide,slash,substitute,snore,protect,scary-face,mud-slap,spikes,outrage,sandstorm,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,dragon-breath,iron-tail,metal-claw,hidden-power,twister,rain-dance,sunny-day,crunch,rock-smash,whirlpool,facade,helping-hand,brick-break,secret-power,rock-tomb,sand-tomb,aerial-ace,dragon-claw,mud-shot,natural-gift,fling,poison-jab,aqua-tail,dragon-pulse,dragon-rush,power-gem,earth-power,giga-impact,shadow-claw,thunder-fang,fire-fang,rock-climb,draco-meteor,iron-head,stone-edge,captivate,stealth-rock,hone-claws,round,incinerate,bulldoze,dragon-tail,dual-chop,confide,laser-focus,brutal-swing,stomping-tantrum,liquidation,breaking-swipe,scale-shot,scorching-sands,tera-blast,dragon-cheer",1.9,,No,No,No,generation-iv,"Cuando despliega su cuerpo y sus alas, parece un avión a reacción. Vuela a velocidad sónica."
446,munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,normal,105.0,"pickup,thick-fat,gluttony","mega-punch,pay-day,fire-punch,ice-punch,thunder-punch,whirlwind,mega-kick,headbutt,tackle,body-slam,take-down,double-edge,bite,flamethrower,hydro-pump,surf,ice-beam,blizzard,counter,strength,solar-beam,thunderbolt,thunder,earthquake,fissure,dig,toxic,psychic,screech,double-team,defense-curl,metronome,self-destruct,lick,fire-blast,amnesia,rest,rock-slide,substitute,snore,curse,flail,protect,belly-drum,mud-slap,icy-wind,sandstorm,endure,charm,rollout,swagger,attract,sleep-talk,return,frustration,encore,pursuit,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,whirlpool,uproar,stockpile,swallow,facade,focus-punch,helping-hand,superpower,recycle,brick-break,snatch,secret-power,hyper-voice,odor-sleuth,rock-tomb,covet,shock-wave,water-pulse,natural-gift,fling,last-resort,seed-bomb,giga-impact,zen-headbutt,rock-climb,gunk-shot,captivate,after-you,round,chip-away,incinerate,retaliate,bulldoze,work-up,belch,confide,power-up-punch,stomping-tantrum,tera-blast,trailblaze,chilling-water",0.6,,Si,No,No,generation-iv,"Esconde comida bajo el largo pelo de su cuerpo, pero más tarde lo olvida."
447,riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,fighting,20.2,"steadfast,inner-focus,prankster","mega-punch,ice-punch,thunder-punch,swords-dance,mega-kick,headbutt,take-down,bite,roar,low-kick,counter,strength,earthquake,dig,toxic,agility,quick-attack,screech,double-team,swift,high-jump-kick,rest,rock-slide,substitute,mind-reader,snore,reversal,protect,mud-slap,foresight,detect,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,iron-tail,metal-claw,hidden-power,cross-chop,rain-dance,sunny-day,crunch,psych-up,rock-smash,facade,focus-punch,follow-me,helping-hand,role-play,revenge,brick-break,secret-power,blaze-kick,meteor-mash,rock-tomb,sky-uppercut,aerial-ace,iron-defense,howl,bulk-up,natural-gift,feint,close-combat,payback,fling,copycat,magnet-rise,force-palm,poison-jab,drain-punch,vacuum-wave,focus-blast,nasty-plot,bullet-punch,shadow-claw,zen-headbutt,captivate,low-sweep,round,quick-guard,circle-throw,retaliate,final-gambit,bulldoze,work-up,dual-chop,confide,power-up-punch,laser-focus,coaching,tera-blast,trailblaze,upper-hand",0.7,,Si,No,No,generation-iv,Se comunica con los suyos mediante la emisión de unas ondas que cambian de forma en función de los sentimientos.
448,lucario,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,"fighting,steel",54.0,"steadfast,inner-focus,justified","mega-punch,ice-punch,thunder-punch,swords-dance,mega-kick,headbutt,body-slam,take-down,roar,hyper-beam,low-kick,counter,strength,earthquake,dig,toxic,psychic,agility,quick-attack,screech,double-team,focus-energy,metronome,swift,rest,rock-slide,substitute,snore,reversal,protect,scary-face,mud-slap,foresight,detect,bone-rush,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,iron-tail,metal-claw,hidden-power,rain-dance,sunny-day,crunch,psych-up,extreme-speed,shadow-ball,rock-smash,facade,focus-punch,helping-hand,role-play,revenge,brick-break,secret-power,blaze-kick,meteor-mash,rock-tomb,metal-sound,aerial-ace,iron-defense,bulk-up,calm-mind,water-pulse,natural-gift,feint,close-combat,payback,fling,me-first,copycat,magnet-rise,force-palm,aura-sphere,poison-jab,dark-pulse,dragon-pulse,drain-punch,vacuum-wave,focus-blast,giga-impact,nasty-plot,shadow-claw,zen-headbutt,flash-cannon,rock-climb,stone-edge,captivate,hone-claws,low-sweep,round,quick-guard,heal-pulse,retaliate,final-gambit,bulldoze,work-up,dual-chop,confide,power-up-punch,laser-focus,life-dew,steel-beam,terrain-pulse,coaching,tera-blast,trailblaze,upper-hand",1.2,,No,No,No,generation-iv,Puede leer los pensamientos y movimientos de su adversario a través de su aura.
449,hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,ground,49.5,"sand-stream,sand-force","whirlwind,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,bite,roar,strength,earthquake,fissure,dig,toxic,double-team,amnesia,rest,rock-slide,substitute,snore,curse,protect,mud-slap,sandstorm,endure,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,sunny-day,crunch,rock-smash,stockpile,spit-up,swallow,facade,helping-hand,superpower,revenge,yawn,secret-power,slack-off,weather-ball,rock-tomb,sand-tomb,muddy-water,mud-shot,water-pulse,natural-gift,earth-power,thunder-fang,ice-fang,fire-fang,stone-edge,captivate,stealth-rock,round,bulldoze,confide,high-horsepower,stomping-tantrum,body-press,scorching-sands,tera-blast",0.8,,No,No,No,generation-iv,"Vive en zonas áridas. En lugar de sudar, su cuerpo expulsa granos de arena."
450,hippowdon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,ground,300.0,"sand-stream,sand-force","sand-attack,headbutt,tackle,body-slam,take-down,double-edge,bite,roar,hyper-beam,strength,earthquake,fissure,dig,toxic,double-team,amnesia,rest,rock-slide,substitute,snore,curse,protect,mud-slap,sandstorm,endure,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,sunny-day,crunch,rock-smash,facade,helping-hand,superpower,revenge,yawn,secret-power,slack-off,hyper-voice,weather-ball,rock-tomb,sand-tomb,muddy-water,mud-shot,water-pulse,natural-gift,earth-power,giga-impact,thunder-fang,ice-fang,fire-fang,iron-head,stone-edge,captivate,stealth-rock,heavy-slam,round,bulldoze,confide,high-horsepower,stomping-tantrum,body-press,scorching-sands,tera-blast,hard-press",2.0,,No,No,No,generation-iv,Hace gala de su fuerza abriendo su enorme boca. Para atacar levanta gran cantidad de arena.
451,skorupi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,"poison,bug",12.0,"battle-armor,sniper,keen-eye","swords-dance,cut,whirlwind,sand-attack,headbutt,poison-sting,twineedle,pin-missile,leer,bite,strength,dig,toxic,agility,screech,double-team,confuse-ray,flash,rest,slash,substitute,thief,snore,protect,scary-face,feint-attack,sludge-bomb,mud-slap,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,torment,facade,taunt,brick-break,knock-off,secret-power,poison-fang,rock-tomb,aerial-ace,poison-tail,natural-gift,acupressure,payback,assurance,fling,toxic-spikes,poison-jab,dark-pulse,night-slash,aqua-tail,x-scissor,bug-buzz,cross-poison,captivate,bug-bite,hone-claws,venoshock,round,struggle-bug,fell-stinger,confide,infestation,skitter-smack",0.8,,No,No,No,generation-iv,Agarra a sus presas con las pinzas de la cola y les inyecta veneno. Espera hasta que hace efecto.
452,drapion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,"poison,dark",61.5,"battle-armor,sniper,keen-eye","swords-dance,cut,headbutt,poison-sting,pin-missile,leer,bite,roar,hyper-beam,strength,earthquake,dig,toxic,agility,screech,double-team,leech-life,flash,rest,rock-slide,substitute,thief,snore,protect,scary-face,sludge-bomb,mud-slap,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,torment,facade,taunt,brick-break,knock-off,secret-power,poison-fang,rock-tomb,sand-tomb,aerial-ace,iron-defense,natural-gift,acupressure,payback,assurance,fling,toxic-spikes,poison-jab,dark-pulse,night-slash,aqua-tail,x-scissor,bug-buzz,giga-impact,thunder-fang,ice-fang,fire-fang,rock-climb,cross-poison,captivate,bug-bite,hone-claws,venoshock,round,retaliate,struggle-bug,bulldoze,snarl,fell-stinger,confide,venom-drench,infestation,throat-chop,brutal-swing,stomping-tantrum,skitter-smack,lash-out",1.3,,No,No,No,generation-iv,"Aunque sabe que puede aplastar al rival con su gran fuerza, le gusta dar el golpe de gracia con su virulento veneno."
453,croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,"poison,fighting",23.0,"anticipation,dry-skin,poison-touch","mega-punch,ice-punch,thunder-punch,mega-kick,headbutt,take-down,poison-sting,low-kick,counter,strength,earthquake,dig,toxic,meditate,screech,double-team,rest,rock-slide,super-fang,substitute,thief,snore,reversal,spite,protect,scary-face,feint-attack,sludge-bomb,mud-slap,icy-wind,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,dynamic-punch,baton-pass,encore,pursuit,hidden-power,cross-chop,rain-dance,sunny-day,shadow-ball,rock-smash,fake-out,torment,flatter,facade,focus-punch,smelling-salts,taunt,helping-hand,role-play,revenge,brick-break,knock-off,snatch,secret-power,astonish,rock-tomb,aerial-ace,bulk-up,bounce,mud-shot,wake-up-slap,natural-gift,feint,acupressure,payback,assurance,embargo,fling,me-first,sucker-punch,poison-jab,dark-pulse,x-scissor,drain-punch,vacuum-wave,focus-blast,nasty-plot,bullet-punch,shadow-claw,mud-bomb,rock-climb,gunk-shot,captivate,venoshock,sludge-wave,low-sweep,acid-spray,foul-play,round,quick-guard,retaliate,bulldoze,work-up,dual-chop,belch,confide,venom-drench,power-up-punch,lash-out,coaching,tera-blast,chilling-water,upper-hand",0.7,,No,No,No,generation-iv,Tiene bolsas venenosas en las mejillas. Pilla desprevenidos a sus rivales para pincharles.
454,toxicroak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,"poison,fighting",44.4,"anticipation,dry-skin,poison-touch","mega-punch,ice-punch,thunder-punch,swords-dance,cut,mega-kick,headbutt,take-down,poison-sting,hyper-beam,low-kick,strength,earthquake,dig,toxic,screech,double-team,rest,rock-slide,super-fang,substitute,thief,snore,reversal,spite,protect,scary-face,feint-attack,sludge-bomb,mud-slap,icy-wind,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,baton-pass,encore,pursuit,hidden-power,rain-dance,sunny-day,shadow-ball,rock-smash,torment,flatter,facade,focus-punch,taunt,helping-hand,role-play,revenge,brick-break,knock-off,snatch,secret-power,astonish,rock-tomb,aerial-ace,bulk-up,bounce,mud-shot,natural-gift,close-combat,payback,assurance,embargo,fling,sucker-punch,poison-jab,dark-pulse,x-scissor,drain-punch,vacuum-wave,focus-blast,giga-impact,nasty-plot,shadow-claw,mud-bomb,rock-climb,cross-poison,gunk-shot,stone-edge,captivate,venoshock,sludge-wave,low-sweep,acid-spray,foul-play,round,retaliate,bulldoze,work-up,dual-chop,belch,confide,venom-drench,power-up-punch,throat-chop,lash-out,corrosive-gas,coaching,tera-blast,chilling-water,upper-hand",1.3,,No,No,No,generation-iv,"Almacena veneno en una bolsa de la garganta. Cuando croa, este se agita para lograr mayor potencia."
455,carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,grass,27.0,levitate,"swords-dance,cut,bind,slam,vine-whip,bite,hyper-beam,leech-seed,growth,razor-leaf,solar-beam,stun-spore,sleep-powder,toxic,double-team,flash,rest,substitute,thief,snore,protect,feint-attack,sludge-bomb,mud-slap,giga-drain,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,sweet-scent,synthesis,hidden-power,sunny-day,crunch,stockpile,spit-up,swallow,facade,nature-power,ingrain,knock-off,secret-power,grass-whistle,bullet-seed,magical-leaf,natural-gift,payback,fling,wring-out,gastro-acid,worry-seed,seed-bomb,energy-ball,giga-impact,defog,power-whip,captivate,grass-knot,bug-bite,rage-powder,acid-spray,round,leaf-tornado,confide,infestation,throat-chop",1.4,,No,No,No,generation-iv,Atrae a sus presas con saliva de olor dulce y las mastica. Tarda todo un día en comérselas.
456,finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,water,7.0,"swift-swim,storm-drain,water-veil","pound,gust,take-down,water-gun,hydro-pump,surf,ice-beam,blizzard,psybeam,aurora-beam,toxic,agility,double-team,confuse-ray,waterfall,swift,flash,splash,rest,substitute,thief,snore,flail,protect,sweet-kiss,icy-wind,endure,charm,swagger,attract,sleep-talk,return,frustration,safeguard,hidden-power,twister,rain-dance,psych-up,whirlpool,hail,facade,nature-power,helping-hand,secret-power,dive,air-cutter,silver-wind,tickle,signal-beam,bounce,water-pulse,brine,natural-gift,tailwind,u-turn,payback,aqua-ring,aqua-tail,defog,captivate,ominous-wind,soak,round,scald,acrobatics,confide,dazzling-gleam,flip-turn,tera-blast,chilling-water,alluring-voice",0.4,,No,No,No,generation-iv,La línea que le recorre el costado puede almacenar luz solar. Brilla con mucha fuerza por la noche.
457,lumineon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,water,24.0,"swift-swim,storm-drain,water-veil","pound,gust,take-down,water-gun,hydro-pump,surf,ice-beam,blizzard,psybeam,hyper-beam,toxic,agility,double-team,confuse-ray,waterfall,swift,flash,rest,substitute,thief,snore,flail,protect,icy-wind,endure,charm,swagger,attract,sleep-talk,return,frustration,safeguard,encore,hidden-power,twister,rain-dance,psych-up,whirlpool,hail,facade,helping-hand,secret-power,dive,air-cutter,silver-wind,signal-beam,bounce,water-pulse,brine,natural-gift,tailwind,u-turn,payback,aqua-ring,aqua-tail,air-slash,giga-impact,defog,captivate,ominous-wind,soak,round,scald,acrobatics,confide,dazzling-gleam,flip-turn,tera-blast,chilling-water,alluring-voice",1.2,,No,No,No,generation-iv,Vive en las profundidades marinas. Atrae a sus presas con parpadeos del dibujo de sus cuatro aletas.
458,mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,"water,flying",65.0,"swift-swim,water-absorb,water-veil","wing-attack,slam,headbutt,tackle,take-down,supersonic,water-gun,hydro-pump,surf,ice-beam,blizzard,bubble-beam,earthquake,toxic,agility,double-team,confuse-ray,haze,waterfall,swift,amnesia,bubble,splash,rest,rock-slide,substitute,snore,protect,mud-slap,icy-wind,endure,swagger,attract,sleep-talk,return,frustration,hidden-power,twister,rain-dance,mirror-coat,whirlpool,hail,facade,helping-hand,secret-power,dive,mud-sport,air-cutter,signal-beam,aerial-ace,bounce,water-sport,water-pulse,natural-gift,tailwind,aqua-ring,air-slash,captivate,wide-guard,round,scald,acrobatics,bulldoze,confide",1.0,,Si,No,No,generation-iv,Los símbolos de su espalda cambian según la región. A veces se mezcla con bancos de Remoraid y nada junto a ellos.
459,snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,"grass,ice",50.5,"snow-warning,soundproof","mega-punch,ice-punch,swords-dance,stomp,headbutt,body-slam,take-down,double-edge,leer,mist,ice-beam,blizzard,leech-seed,growth,razor-leaf,solar-beam,toxic,double-team,light-screen,skull-bash,flash,rest,substitute,snore,curse,powder-snow,protect,mud-slap,icy-wind,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,iron-tail,synthesis,hidden-power,rain-dance,shadow-ball,hail,facade,helping-hand,role-play,ingrain,secret-power,weather-ball,grass-whistle,sheer-cold,bullet-seed,icicle-spear,magical-leaf,water-pulse,natural-gift,worry-seed,seed-bomb,energy-ball,avalanche,ice-shard,leaf-storm,captivate,grass-knot,wood-hammer,round,frost-breath,confide,leafage,grassy-glide,tera-blast,ice-spinner,snowscape,trailblaze,chilling-water",1.0,,No,No,No,generation-iv,"En las estaciones frías baja al pie de la montaña, pero regresa a las cimas nevadas en primavera."
460,abomasnow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,"grass,ice",135.5,"snow-warning,soundproof","mega-punch,ice-punch,swords-dance,mega-kick,headbutt,body-slam,take-down,double-edge,leer,mist,ice-beam,blizzard,hyper-beam,low-kick,strength,razor-leaf,solar-beam,earthquake,toxic,double-team,light-screen,flash,rest,rock-slide,substitute,snore,curse,powder-snow,protect,scary-face,mud-slap,icy-wind,outrage,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,iron-tail,synthesis,hidden-power,rain-dance,shadow-ball,rock-smash,hail,facade,focus-punch,helping-hand,role-play,ingrain,brick-break,secret-power,weather-ball,rock-tomb,grass-whistle,sheer-cold,bullet-seed,icicle-spear,block,magical-leaf,water-pulse,natural-gift,fling,worry-seed,seed-bomb,focus-blast,energy-ball,earth-power,giga-impact,avalanche,ice-shard,rock-climb,leaf-storm,captivate,grass-knot,wood-hammer,round,bulldoze,frost-breath,confide,leafage,aurora-veil,stomping-tantrum,body-press,grassy-glide,tera-blast,ice-spinner,snowscape,trailblaze,chilling-water,hard-press",2.2,,No,No,No,generation-iv,Genera ventiscas con las que cubre de nieve grandes áreas. Se le llama el Monstruo de Hielo.
461,weavile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,"dark,ice",34.0,"pressure,pickpocket","mega-punch,ice-punch,scratch,swords-dance,cut,mega-kick,headbutt,take-down,leer,surf,ice-beam,blizzard,hyper-beam,low-kick,strength,dig,toxic,agility,quick-attack,screech,double-team,reflect,metronome,swift,dream-eater,fury-swipes,rest,slash,substitute,thief,snore,spite,protect,scary-face,feint-attack,mud-slap,icy-wind,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,baton-pass,iron-tail,metal-claw,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,rock-smash,whirlpool,beat-up,hail,torment,facade,focus-punch,taunt,helping-hand,revenge,brick-break,knock-off,snatch,secret-power,fake-tears,aerial-ace,icicle-spear,calm-mind,water-pulse,natural-gift,payback,assurance,embargo,fling,punishment,poison-jab,dark-pulse,night-slash,x-scissor,focus-blast,giga-impact,nasty-plot,avalanche,ice-shard,shadow-claw,psycho-cut,captivate,hone-claws,low-sweep,foul-play,round,retaliate,snarl,confide,power-up-punch,laser-focus,throat-chop,lash-out,triple-axel,tera-blast,ice-spinner,snowscape,trailblaze,chilling-water,upper-hand",1.1,,No,No,No,generation-iv,Vive en zonas nevadas. Deja marcas en los árboles con sus garras para comunicarse con sus compañeros.
462,magnezone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,"electric,steel",180.0,"magnet-pull,sturdy,analytic","tackle,body-slam,take-down,double-edge,supersonic,sonic-boom,hyper-beam,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,screech,double-team,confuse-ray,barrier,light-screen,reflect,self-destruct,swift,flash,explosion,rest,tri-attack,substitute,snore,protect,zap-cannon,lock-on,sandstorm,endure,rollout,swagger,spark,sleep-talk,return,frustration,hidden-power,rain-dance,sunny-day,mirror-coat,psych-up,facade,charge,helping-hand,magic-coat,recycle,secret-power,metal-sound,signal-beam,iron-defense,shock-wave,gravity,gyro-ball,natural-gift,magnet-rise,giga-impact,mirror-shot,flash-cannon,discharge,iron-head,magnet-bomb,charge-beam,heavy-slam,electro-ball,round,ally-switch,volt-switch,electroweb,wild-charge,confide,eerie-impulse,magnetic-flux,electric-terrain,body-press,steel-beam,steel-roller,rising-voltage,tera-blast,hard-press,supercell-slam",1.2,,No,No,No,generation-iv,Emiten campos magnéticos tan potentes que se atraen entre sí e incluso pueden llegar a inmovilizarse.
463,lickilicky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,normal,140.0,"own-tempo,oblivious,cloud-nine","mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,cut,bind,slam,stomp,mega-kick,headbutt,body-slam,wrap,supersonic,disable,flamethrower,hydro-pump,surf,ice-beam,blizzard,hyper-beam,strength,solar-beam,thunderbolt,thunder,earthquake,dig,toxic,screech,double-team,defense-curl,self-destruct,lick,fire-blast,amnesia,dream-eater,explosion,rest,rock-slide,substitute,thief,snore,protect,belly-drum,mud-slap,icy-wind,sandstorm,endure,rollout,swagger,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,rock-smash,whirlpool,facade,focus-punch,helping-hand,brick-break,knock-off,refresh,secret-power,rock-tomb,muddy-water,block,shock-wave,water-pulse,gyro-ball,natural-gift,fling,wring-out,me-first,aqua-tail,focus-blast,giga-impact,zen-headbutt,rock-climb,power-whip,captivate,round,chip-away,incinerate,retaliate,bulldoze,dragon-tail,work-up,confide,power-up-punch,brutal-swing,stomping-tantrum,body-press,steel-roller,terrain-pulse",1.7,,No,No,No,generation-iv,"Agarra cosas con su lengua extensible. Si te acercas mucho, te deja lleno de babas."
464,rhyperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,"ground,rock",282.8,"lightning-rod,solid-rock,reckless","mega-punch,pay-day,fire-punch,ice-punch,thunder-punch,swords-dance,cut,stomp,mega-kick,headbutt,horn-attack,fury-attack,horn-drill,tackle,body-slam,take-down,double-edge,tail-whip,roar,flamethrower,hydro-pump,surf,ice-beam,blizzard,hyper-beam,counter,strength,thunderbolt,thunder,earthquake,dig,toxic,double-team,fire-blast,rest,rock-slide,substitute,thief,snore,curse,reversal,spite,protect,scary-face,mud-slap,icy-wind,outrage,sandstorm,endure,rollout,swagger,fury-cutter,attract,sleep-talk,return,frustration,megahorn,iron-tail,metal-claw,hidden-power,rain-dance,sunny-day,crunch,ancient-power,rock-smash,whirlpool,uproar,facade,focus-punch,helping-hand,superpower,brick-break,endeavor,secret-power,rock-tomb,iron-defense,block,mud-shot,rock-blast,shock-wave,hammer-arm,natural-gift,metal-burst,payback,fling,rock-polish,poison-jab,aqua-tail,dragon-pulse,dragon-rush,focus-blast,earth-power,giga-impact,avalanche,shadow-claw,thunder-fang,ice-fang,fire-fang,flash-cannon,rock-climb,rock-wrecker,iron-head,stone-edge,captivate,stealth-rock,guard-split,smack-down,heavy-slam,round,chip-away,incinerate,bulldoze,dragon-tail,drill-run,heat-crash,confide,power-up-punch,high-horsepower,smart-strike,brutal-swing,stomping-tantrum,body-press,breaking-swipe,meteor-beam,scorching-sands,tera-blast,temper-flare,supercell-slam",2.4,,No,No,No,generation-iv,Lanza Geodude por los agujeros de las manos. Gracias a Protector resiste erupciones volcánicas.
465,tangrowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,grass,128.6,"chlorophyll,leaf-guard,regenerator","swords-dance,cut,bind,slam,vine-whip,headbutt,body-slam,hyper-beam,strength,absorb,mega-drain,growth,solar-beam,poison-powder,stun-spore,sleep-powder,earthquake,toxic,double-team,reflect,constrict,amnesia,flash,rest,rock-slide,substitute,thief,snore,protect,sludge-bomb,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,pain-split,synthesis,hidden-power,sunny-day,psych-up,ancient-power,rock-smash,facade,nature-power,ingrain,brick-break,knock-off,endeavor,secret-power,rock-tomb,tickle,bullet-seed,aerial-ace,block,shock-wave,natural-gift,payback,fling,wring-out,power-swap,worry-seed,poison-jab,seed-bomb,focus-blast,energy-ball,giga-impact,leaf-storm,power-whip,captivate,grass-knot,round,bulldoze,grassy-terrain,confide,infestation,solar-blade,brutal-swing,stomping-tantrum,grassy-glide",2.0,,No,No,No,generation-iv,"Atrapa a su presa desplegando las ramas de sus brazos, que no le importa perder ante depredadores."
